template001.jpg,889.41,891.52,0.531,1.000,1.000,0.995
template001.jpg,681.69,1618.90,-2.223,1.000,1.000,0.994
template001.jpg,1221.21,963.12,1.622,1.000,1.000,0.994
template001.jpg,1405.10,1046.41,1.712,1.000,1.000,0.993
template001.jpg,1030.43,669.02,1.322,1.000,1.000,0.992
template001.jpg,433.71,1462.90,-1.295,1.000,1.000,0.991
template001.jpg,1285.88,492.58,1.030,1.000,1.000,0.986
template001.jpg,572.66,1149.28,-0.838,1.000,1.000,0.986
template001.jpg,887.72,1199.22,-1.650,1.000,1.000,0.944
template001.jpg,781.77,1395.22,-0.908,1.000,1.000,0.939
template001.jpg,728.90,544.35,-1.955,1.000,1.000,0.937
template001.jpg,1691.05,950.51,-1.438,1.000,1.000,0.936
template001.jpg,1093.93,1545.77,0.517,1.000,1.000,0.936
template001.jpg,1406.07,772.57,-1.255,1.000,1.000,0.936
template001.jpg,1295.57,1328.91,-2.443,1.000,1.000,0.934
template001.jpg,973.99,1803.53,-0.915,1.000,1.000,0.934
template001.jpg,1543.78,1387.77,-1.510,1.000,1.000,0.934
template001.jpg,447.30,797.97,-2.735,1.000,1.000,0.933
