template003.jpg,1032.79,1212.74,0.305,1.000,1.000,0.999
template003.jpg,839.40,1000.58,-1.527,1.000,1.000,0.999
template003.jpg,732.67,527.25,1.576,1.000,1.000,0.999
template003.jpg,1073.83,690.56,1.270,1.000,1.000,0.999
template003.jpg,605.70,1416.20,-0.088,1.000,1.000,0.999
template003.jpg,1225.99,545.79,1.610,1.000,1.000,0.999
template003.jpg,1209.35,702.83,1.694,1.000,1.000,0.999
template003.jpg,1181.70,1413.66,1.857,1.000,1.000,0.998
template003.jpg,459.80,1155.07,-1.498,1.000,1.000,0.998
template003.jpg,1328.92,1098.51,1.520,1.000,1.000,0.998
template003.jpg,808.54,1500.04,-1.890,1.000,1.000,0.998
template003.jpg,1058.44,852.37,-0.699,1.000,1.000,0.998
template003.jpg,1306.33,1512.14,1.628,1.000,1.000,0.998
template003.jpg,928.09,498.07,1.807,1.000,1.000,0.998
template003.jpg,707.34,960.11,-1.370,1.000,1.000,0.998
template003.jpg,930.34,1589.66,-1.705,1.000,1.000,0.998
template003.jpg,1181.26,1718.99,1.551,1.000,1.000,0.998
template003.jpg,979.49,971.92,-1.003,1.000,1.000,0.998
template003.jpg,1505.36,568.90,-0.166,1.000,1.000,0.998
template003.jpg,636.21,1234.88,2.726,1.000,1.000,0.998
template003.jpg,1169.09,949.48,0.261,1.000,1.000,0.998
template003.jpg,793.62,1335.79,-2.703,1.000,1.000,0.998
template003.jpg,589.49,1081.29,0.781,1.000,1.000,0.998
template003.jpg,444.91,1727.74,-2.913,1.000,1.000,0.998
template003.jpg,976.95,1786.02,-2.886,1.000,1.000,0.998
template003.jpg,504.78,633.87,0.471,1.000,1.000,0.998
template003.jpg,666.19,1765.22,-2.474,1.000,1.000,0.998
template003.jpg,1366.09,1380.23,0.611,1.000,1.000,0.998
template003.jpg,914.35,1410.79,-0.811,1.000,1.000,0.998
template003.jpg,365.10,1501.46,0.798,1.000,1.000,0.997
template003.jpg,1716.68,1043.37,0.270,1.000,1.000,0.997
template003.jpg,727.56,1997.26,0.454,1.000,1.000,0.997
template003.jpg,998.71,2074.73,-0.625,1.000,1.000,0.995
template003.jpg,671.03,790.18,-3.079,1.000,1.000,0.963
