template004.jpg,777.68,1496.72,0.286,1.000,1.000,0.994
template004.jpg,1236.88,1080.91,0.067,1.000,1.000,0.877
template004.jpg,918.68,1277.84,1.078,1.000,1.000,0.869
template004.jpg,876.87,1053.51,-0.662,1.000,1.000,0.851
template004.jpg,977.40,1140.25,-1.649,1.000,1.000,0.848
template004.jpg,667.01,773.95,0.744,1.000,1.000,0.846
template004.jpg,952.52,917.69,0.879,1.000,1.000,0.831
template004.jpg,1571.28,907.70,0.764,1.000,1.000,0.826
template004.jpg,1286.38,1293.60,2.028,1.000,1.000,0.811
template004.jpg,761.49,909.81,2.620,1.000,1.000,0.770
template004.jpg,380.10,711.77,2.723,1.000,1.000,0.655
